Name,Chromosome,Region,Identifier,wtN_vs_wtO - Max group means,wtN_vs_wtO - Fold change,wtN_vs_wtO - Log fold change,wtN_vs_wtO - P-value,wtN_vs_wtO - FDR p-value,wtN_vs_wtO - Bonferroni,WT5_N - Total counts,WT5_N - RPKM,WT5_N - TPM,WT5_N - CPM,WT6_N - Total counts,WT6_N - RPKM,WT6_N - TPM,WT6_N - CPM,WT7_N - Total counts,WT7_N - RPKM,WT7_N - TPM,WT7_N - CPM,WT8_N - Total counts,WT8_N - RPKM,WT8_N - TPM,WT8_N - CPM,Wt11N - Total counts,Wt11N - RPKM,Wt11N - TPM,Wt11N - CPM,Wt13N - Total counts,Wt13N - RPKM,Wt13N - TPM,Wt13N - CPM,Wt14N - Total counts,Wt14N - RPKM,Wt14N - TPM,Wt14N - CPM,Wt17N - Total counts,Wt17N - RPKM,Wt17N - TPM,Wt17N - CPM,Wt19N - Total counts,Wt19N - RPKM,Wt19N - TPM,Wt19N - CPM,Wt20N - Total counts,Wt20N - RPKM,Wt20N - TPM,Wt20N - CPM,Wt0O - Total counts,Wt0O - RPKM,Wt0O - TPM,Wt0O - CPM,WT1_O - Total counts,WT1_O - RPKM,WT1_O - TPM,WT1_O - CPM,WT2_O - Total counts,WT2_O - RPKM,WT2_O - TPM,WT2_O - CPM,WT3_O - Total counts,WT3_O - RPKM,WT3_O - TPM,WT3_O - CPM,WT4_O - Total counts,WT4_O - RPKM,WT4_O - TPM,WT4_O - CPM
manA,NC_000913,1688576..1689751,944840,220.2442521,2.020971352,1.015048871,4.1794E-11,5.91445E-10,1.87488E-07,1231,232.075255,127.6378017,296.1838668,1554,248.7618785,141.9827916,294.771854,976,194.6136316,111.7466355,235.4768268,1140,196.1960389,108.0756474,237.736753,1028,218.9343429,119.1808527,293.9495347,989,211.0150627,117.3138886,289.322407,1197,249.6538309,140.4057996,331.7273226,868,207.1942246,116.7371896,277.3003548,1084,226.7797965,126.3849586,297.1551081,1146,217.2184592,117.5903027,336.9043716,597,125.9598125,80.58321408,153.4977839,656,117.4678555,75.9913725,139.5718022,832,130.1806699,84.75957112,154.6379338,869,113.5797039,74.00408454,131.4329769,808,116.1463802,75.70789073,136.2867172
ydgA,NC_000913,1689852..1691360,946172,284.2381562,1.055041419,0.077299637,0.645258524,0.762748285,1,1965,288.7030819,158.7822309,472.7874072,2577,321.4884048,183.4920264,488.820507,2276,353.6826688,203.0836583,549.1242396,2580,346.0375045,190.6166278,538.0358095,1580,262.2381946,142.7540843,451.7901408,1267,210.674447,117.1245232,370.6486245,1381,224.4687276,126.2416486,382.7196596,1360,252.9967316,142.5431983,434.4798186,1389,226.4620356,126.2078696,380.7642482,1654,244.3237572,132.2636422,486.2476707,1655,272.1283287,174.0950144,425.5256822,1982,276.5902921,178.9295959,421.6940732,2293,279.6052442,182.0486912,426.1836325,2928,298.2428975,194.3233857,442.8489717,2630,294.6240186,192.0452705,443.6065175
uidC,NC_000913,complement(1691586..1692851),944820,2.084105358,1.905788303,0.930387872,0.00300538,0.010632597,1,10,1.751234883,0.963152107,2.406042785,22,3.271365808,1.867157671,4.173089311,18,3.334030438,1.91439151,4.342810331,15,2.398005963,1.320954533,3.128115171,9,1.780479194,0.969235916,2.573488144,6,1.189164764,0.661116514,1.755242105,12,2.324871461,1.307512227,3.325587194,10,2.217336145,1.2492896,3.194704548,6,1.166003746,0.649816859,1.644769971,8,1.408561177,0.762518691,2.351862978,5,0.979944083,0.626922526,1.285576079,8,1.330695854,0.860843198,1.702095149,6,0.872063365,0.567793336,1.115177407,11,1.335510346,0.870166211,1.663708569,11,1.468793087,0.957405873,1.855388476
uidB,NC_000913,complement(1692890..1694263),947484,1.920382846,1.484268256,0.569751858,0.089192055,0.176659669,1,19,3.065808143,1.686147072,4.571481291,22,3.014227884,1.720394186,4.173089311,18,3.07196691,1.763915322,4.342810331,17,2.504118599,1.379407251,3.545197194,9,1.640528864,0.893051434,2.573488144,5,0.913077748,0.507625853,1.462701754,5,0.892554364,0.501974308,1.385661331,6,1.225828628,0.690655299,1.916822729,7,1.253411596,0.698529477,1.918898299,10,1.622305723,0.878228405,2.939828723,4,0.722334328,0.462115818,1.028460863,9,1.379362133,0.892326,1.914857043,4,0.535677933,0.348775528,0.743451605,19,2.125470813,1.384873497,2.873678437,18,2.214559803,1.443520248,3.036090234
uidA,NC_000913,complement(1694260..1696071),946149,2.391039367,1.915022429,0.937361289,0.000661723,0.002787092,1,23,2.814153274,1.547740786,5.533898405,24,2.493407052,1.423131615,4.552461066,27,3.494108059,2.006307659,6.514215496,29,3.239160813,1.784309224,6.047689331,19,2.626174057,1.429605147,5.432919415,7,0.969313662,0.538890227,2.047782456,20,2.707217871,1.522544591,5.542645324,10,1.549198432,0.872848032,3.194704548,16,2.17242199,1.210696311,4.386053255,15,1.845238463,0.99891211,4.409743084,7,0.958528086,0.61322157,1.799806511,15,1.7432336,1.127718842,3.191428405,17,1.726319697,1.123992657,3.159669321,14,1.187566997,0.773772121,2.117447269,14,1.306085123,0.851347666,2.361403515
uidR,NC_000913,complement(1696462..1697052),946150,76.82622019,1.088207237,0.121953328,0.250047233,0.386462651,1,212,79.52917644,43.7398173,51.00810704,246,78.35879724,44.72389759,46.66272593,197,78.16449139,44.88184541,47.5296464,266,91.09338927,50.17928535,55.47190904,158,66.95726493,36.44939309,45.17901408,167,70.90118238,39.41753402,48.85423859,191,79.26788895,44.58041477,52.93226284,157,74.57227864,42.01544831,50.15686141,173,72.01799447,40.13581186,47.42420082,176,66.38112674,35.93514481,51.74098552,176,73.89076843,47.27186785,45.25227799,222,79.10210051,51.17210289,47.23314039,249,77.52510513,50.47596287,46.2798624,297,77.2426644,50.32829344,44.92013135,267,76.3704625,49.78068726,45.03533847
hdhA,NC_000913,complement(1697273..1698040),946151,1035.075383,1.864070737,0.898456608,1.45429E-09,1.73972E-08,6.52395E-06,3666,1058.301339,582.0493723,882.055285,4233,1037.593359,592.2145409,802.9403206,3112,950.1870984,545.5949332,750.8236527,4688,1235.432688,680.5447673,977.6402616,3337,1088.235993,592.4008623,954.1922152,3293,1075.85811,598.1236454,963.3353753,2508,800.9727074,450.468607,695.0477236,3238,1183.534348,666.8258923,1034.445333,2761,884.4791252,492.9224706,756.8683149,3570,1036.15906,560.9203656,1049.518854,1966,635.1660688,406.3496307,505.4885144,2071,567.8601612,367.3555874,440.6298818,2499,598.7362235,389.8322657,464.4713901,3108,622.025326,405.2873289,470.0732937,2949,649.1053561,423.1074381,497.4127833
malI,NC_000913,complement(1698152..1699180),947104,10.80287134,-1.033323347,-0.047291772,0.81660499,0.885066437,1,49,10.55744458,5.806431272,11.78960965,64,11.70859366,6.682771586,12.13989618,48,10.9384711,6.28084134,11.58082755,41,8.064198088,4.44220706,8.550181469,37,9.00563723,4.902380822,10.5798957,30,7.315270123,4.066926661,8.776210525,45,10.72626556,6.032472593,12.47095198,38,10.36653132,5.840702049,12.13987728,30,7.172792722,3.997415664,8.223849854,46,9.964646345,5.394319544,13.52321212,44,10.60968031,6.787578692,11.3130695,38,7.776617609,5.030787726,8.084951959,59,10.55035649,6.869250956,10.96591117,92,13.74234129,8.953971103,13.91465348,69,11.33536101,7.388747469,11.6383459
malX,NC_000913,1699355..1700947,946009,10.15080988,1.153423185,0.205921927,0.244671528,0.38071331,1,73,10.15980072,5.587733296,17.56411233,125,14.77183242,8.431139117,23.71073472,95,13.98423104,8.029708688,22.92038786,82,10.41815422,5.738896504,17.10036294,58,9.118855146,4.964013034,16.58470137,51,8.033020732,4.465960331,14.91955789,53,8.160400987,4.589425372,14.68801011,49,8.634666064,4.864936036,15.65405229,70,10.81097007,6.024981173,19.18898299,53,7.41616744,4.014711168,15.58109223,42,6.541818802,4.185150601,10.79883907,71,9.385666004,6.07170054,15.10609445,106,12.24392293,7.971918231,19.70146753,98,9.45580652,6.161033011,14.82213088,99,10.50560479,6.847886072,16.69849629
malY,NC_000913,1700957..1702129,945937,46.31020396,1.13614939,0.184152544,0.174020094,0.296601118,1,253,47.81901369,26.29971812,60.87288246,313,50.23269287,28.67070311,59.37167974,174,34.78419821,19.97299514,41.98049986,227,39.16702185,21.57536547,47.33880959,183,39.07339761,21.27030772,52.32759226,238,50.91003932,28.30345192,69.6246035,242,50.60212554,28.45873373,67.06600841,179,42.83711961,24.13525264,57.18521142,276,57.88865655,32.26149583,75.65941866,262,49.78777429,26.95240299,77.02351253,224,47.38217608,30.31290665,57.59380835,247,44.34263161,28.68578321,52.55218773,285,44.70718709,29.10848443,52.97092684,343,44.94531053,29.2846032,51.87745809,311,44.81919141,29.21456906,52.45689238
add,NC_000913,1702233..1703234,945851,41.79072026,-1.14661853,-0.197385499,0.180453557,0.304214452,1,140,30.9769332,17.03683427,33.68459899,168,31.56324854,18.01497146,31.86722746,105,24.57266945,14.10956218,25.33306026,123,24.84449052,13.68572175,25.65054441,119,29.74454562,16.19197912,34.02723213,141,35.30822444,19.62961817,41.24818947,149,36.47287118,20.51241363,41.29270766,150,42.02316705,23.6766562,47.92056822,170,41.74107221,23.26240592,46.60181584,144,32.03422366,17.34159275,42.33353361,153,37.88686805,24.23825137,39.33862802,214,44.97473099,29.09469593,45.53104524,230,42.23676158,27.50001055,42.74846728,275,42.18453339,27.485789,41.59271421,247,41.67070729,27.16228735,41.66190488
ydgJ,NC_000913,complement(1703268..1704308),947164,128.6288305,1.12825227,0.174089681,0.241801482,0.376901128,1,595,126.7197599,69.6939085,143.1595457,724,130.9266246,74.72739704,137.3325755,590,132.9021611,76.31207144,142.3476719,672,130.6505519,71.969562,140.1395597,561,134.9709271,73.47385504,160.4140943,464,111.8386043,62.17670624,135.7387228,528,124.4040729,69.96509231,146.3258365,504,135.9080086,76.5731719,161.0131092,576,136.1300973,75.86565013,157.8979172,569,121.8374974,65.95621868,167.2762543,563,134.1907751,85.84900011,144.7558665,614,124.2053103,80.3499133,130.6358027,710,125.4983792,81.71096983,131.9626599,812,119.8929309,78.11753589,122.8119416,777,126.1745979,82.24460079,131.0578951
blr,NC_000913,1704551..1704676,2847682,53.97841339,1.156335835,0.209560461,0.404498103,0.552047,1,37,65.10424159,35.80632618,8.902358304,40,59.76261346,34.10997997,7.58743511,49,91.19190662,52.36215297,11.82209479,55,88.34558475,48.66564239,11.46975563,19,37.76688406,20.55908354,5.432919415,16,31.86206542,17.71372501,4.680645613,24,46.71884554,26.27476952,6.651174388,27,60.15316198,33.89144215,8.62570228,22,42.95705863,23.94007825,6.030823226,9,15.92177188,8.61918449,2.64584585,18,35.44597739,22.67668336,4.628073885,42,70.19420631,45.40947869,8.935999534,27,39.42972215,25.6723701,5.018298333,45,54.89467852,35.76722153,6.806080508,40,53.66499416,34.98054357,6.746867187
cnu,NC_000913,1704949..1705164,946152,35.20850405,1.108538902,0.148659399,0.644507604,0.762359997,1,27,27.71329203,15.24188209,6.496315519,33,28.76075773,16.41542786,6.259633966,99,107.4761757,61.71253743,23.88545682,69,64.6529052,35.61440193,14.38932979,24,27.82823036,15.1487984,6.862635051,12,13.93965362,7.749754693,3.51048421,19,21.57502242,12.13383453,5.265513057,19,24.69250168,13.9122278,6.069938642,13,14.80716794,8.252072428,3.56366827,20,20.63933391,11.17301693,5.879657445,29,33.31265468,21.31188297,7.45634126,38,37.04694222,23.96611375,8.084951959,34,28.96380824,18.85809902,6.319338641,54,38.42627496,25.03705507,8.167296609,43,33.65242342,21.93571587,7.252882226
ydgK,NC_000913,1705250..1705690,946154,115.8279332,1.065940301,0.092126641,0.445987162,0.591572563,1,177,88.98417576,48.93992072,42.58695729,288,122.9402334,70.16910165,54.6295328,263,139.8453145,80.29881185,63.45328427,327,150.0727595,82.66838993,68.19291074,177,100.5223831,54.72116971,50.6119335,147,83.63792173,46.49852816,43.00343157,189,105.1174025,59.11823141,52.37799831,166,105.6658718,59.53417352,53.0320955,214,119.38715,66.53476294,58.66346229,203,102.6069743,55.5458556,59.67852307,216,121.5290653,77.74862866,55.53688662,253,120.8104367,78.15372863,53.8287591,286,119.3322808,77.69627353,53.15678975,316,110.1378947,71.76153652,47.79380979,280,107.3299883,69.96108715,47.22807031
rsxA,NC_000913,1705767..1706348,946148,91.17342201,-2.171535338,-1.11871543,1.9984E-15,4.16969E-14,8.96483E-12,92,35.04636243,19.27495742,22.13559362,128,41.40255283,23.63083148,24.27979235,92,37.06769695,21.28417411,22.19658613,99,34.42745467,18.9645493,20.64556013,57,24.52900717,13.35280683,16.29875825,82,35.35211125,19.65401706,23.98830877,96,40.45755697,22.75340865,26.60469755,84,40.51553178,22.82722564,26.83551821,94,39.73628573,22.1451333,25.76806288,130,49.78973336,26.95346352,38.21777339,186,79.29667106,50.73031225,47.82343015,279,100.9493998,65.3053843,59.36056833,315,99.59053532,64.84258427,58.54681388,308,81.34221779,52.9994018,46.58383992,326,94.68828609,61.72082508,54.98696757
rsxB,NC_000913,1706348..1706926,946146,75.80379765,-2.288431479,-1.194359095,6.91436E-12,1.05157E-10,3.10178E-08,80,30.63299982,16.84767623,19.24834228,124,40.31654027,23.01098131,23.52104884,65,26.32482871,15.11564742,15.68237064,87,30.41118857,16.75216743,18.14306799,46,19.89790565,10.83178331,13.15338385,76,32.93514017,18.31030124,22.23306666,70,29.65315326,16.67699101,19.39925863,43,20.84755527,11.74591144,13.73722956,92,39.09233974,21.78626057,25.21980622,75,28.87367957,15.63064545,22.04871542,146,62.56612935,40.02689187,37.53882151,253,92.01623936,59.52641507,53.8287591,246,78.17844736,50.90134866,45.7222737,265,70.34862083,45.83640479,40.08025188,260,75.90955132,49.48025075,43.85463671
rsxC,NC_000913,1706919..1709141,946137,45.55894841,-2.22208465,-1.151913777,0,0,0,179,17.85219711,9.818432367,43.06816585,195,16.51335372,9.425126044,36.98874616,159,16.77213783,9.630517435,38.36149125,177,16.11485896,8.876957073,36.91175902,149,16.78707014,9.138343971,42.60552594,177,19.978289,11.10693588,51.7796421,185,20.41191126,11.47969856,51.26946924,117,14.77446084,8.324213863,37.37804322,203,22.46668396,12.52074023,55.64805068,226,22.66148728,12.26770118,66.44012913,393,43.86499496,28.06277819,101.0462798,534,50.58529847,32.7242397,113.6148512,544,45.02875452,29.31785435,101.1094183,668,46.18758736,30.09402211,101.032484,554,42.12810675,27.46043481,93.44411054
rsxD,NC_000913,1709142..1710200,946134,48.13734775,-2.371844477,-1.246009415,0,0,0,102,21.35415136,11.74445305,24.54163641,95,16.88759403,9.638726634,18.02015839,78,17.27147402,9.917234962,18.81884477,104,19.87605018,10.94882956,21.68826519,66,15.60903573,8.497059723,18.87224639,83,19.66557367,10.93308169,24.28084912,84,19.45515664,10.9416179,23.27911036,56,14.8442175,8.3635161,17.89034547,95,22.07039196,12.29988568,26.0421912,82,17.25986224,9.343554102,24.10659553,193,45.21956133,28.92936659,49.62323666,254,50.50801247,32.67424246,54.04152099,279,48.47733544,31.56319723,51.85574944,348,50.5093246,32.90989675,52.63368926,288,45.97250491,29.96633534,48.57744374
rsxG,NC_000913,1710204..1710824,946158,48.16011163,-2.511108932,-1.328324614,8.88178E-16,1.89732E-14,3.98437E-12,51,18.20776674,10.01399017,12.2708182,55,16.67290303,9.516190064,10.43272328,55,20.76834312,11.92512801,13.26969823,45,14.66606545,8.078881345,9.384345514,48,19.35876895,10.53829454,13.7252701,43,17.37406104,9.659114544,12.57923509,48,18.9583721,10.66222531,13.30234878,30,13.56109932,7.640582772,9.584113645,39,15.45095785,8.610858186,10.69100481,50,17.94724688,9.715666896,14.69914361,126,50.34356209,32.20746332,32.3965172,166,56.29100603,36.41533074,35.31847435,143,42.37160694,27.58780727,26.57839487,196,48.51239867,31.60877806,29.64426177,159,43.28198442,28.21256884,26.81879707
rsxE,NC_000913,1710828..1711523,947509,48.38801281,-2.165239343,-1.114526508,1.07303E-10,1.47206E-09,4.81363E-07,59,18.7940716,10.33644877,14.19565243,68,18.39245949,10.49764039,12.89863969,46,15.49813191,8.898986589,11.09829307,72,20.93707275,11.53329958,15.01495282,62,22.310564,12.14515733,17.72847388,57,20.54897215,11.42420735,16.6748,57,20.08708984,11.29701836,15.79653917,57,22.98957053,12.95276381,18.20981593,61,21.56269283,12.01694367,16.72182804,67,21.45779026,11.61608484,19.69685244,143,50.97905656,32.61402305,36.76747587,168,50.83028733,32.88272595,35.74399814,185,48.90947335,31.8445587,34.38463672,214,47.25990139,30.79269991,32.36669397,181,43.96134543,28.65539787,30.52957402
nth,NC_000913,1711523..1712158,947122,41.00256005,-2.037880632,-1.027069549,6.719E-09,7.28054E-08,3.01414E-05,53,18.47552802,10.16125473,12.75202676,50,14.7997038,8.447046926,9.484293888,64,23.59682759,13.54923635,15.4411034,40,12.72903794,7.011859281,8.341640457,46,18.11460278,9.861010276,13.15338385,55,21.69851743,12.0632974,16.0897193,55,21.21079662,11.92899324,15.24227464,42,18.5377669,10.44453249,13.4177591,39,15.08654846,8.407771908,10.69100481,53,18.57540052,10.05571524,15.58109223,118,46.03518447,29.45116424,30.33959547,115,38.07704588,24.63250023,24.46761777,143,41.37227659,26.93715143,26.57839487,174,42.05139524,27.3990414,26.31684463,141,37.47689804,24.4286296,23.78270683
dtpA,NC_000913,1712769..1714271,947436,171.8877734,1.161324933,0.215771688,0.195436779,0.322920586,1,986,145.4440768,79.99199329,237.2358186,1579,197.7713073,112.8795235,299.514001,824,128.5579659,73.81764594,198.8042062,1098,147.8550167,81.44673433,228.9780305,883,147.1396851,80.09813762,252.4877812,1249,208.5105075,115.9214804,365.3828982,1169,190.7686193,107.2886422,323.9676192,864,161.3689615,90.91835979,276.022473,1191,194.9553608,108.6491194,326.4868392,1325,196.5062331,106.3778259,389.5273058,936,154.5189913,98.85404482,240.659842,1211,169.6710256,109.7622329,257.6546532,1368,167.4779416,109.0435201,254.2604489,1685,172.3174273,112.2752835,254.8499035,1422,159.9345365,104.2503984,239.8511285
gstA,NC_000913,1714377..1714982,945758,335.0180128,1.194830231,0.256805645,0.092543939,0.181289131,1,1065,389.6324226,214.2918076,256.2435566,1269,394.2113579,224.9992218,240.7113789,683,264.2888496,151.7539624,164.7855253,872,291.2303056,160.4257864,181.847762,747,308.7280408,168.0616693,213.599516,944,390.8623669,217.3000524,276.1580912,905,366.2919388,206.0032981,250.8047009,656,303.8760394,171.2095736,209.5726184,808,328.0357205,182.815143,221.4956894,851,313.023086,169.453736,250.1794243,719,294.3887858,188.3362167,184.8658402,942,327.3412987,211.7610343,200.4217038,1034,313.9629581,204.4187181,192.1822398,1160,294.2209832,191.7028639,175.4456309,1155,322.1892162,210.0131397,194.81579
pdxY,NC_000913,complement(1715026..1715889),946162,85.3064898,-1.31317076,-0.393054531,0.00131873,0.005135262,1,234,60.04546606,33.02407786,56.30140117,275,59.91824526,34.19880804,52.16361638,177,48.03859367,27.58363416,42.70430158,202,47.31843062,26.06561301,42.12528431,209,60.58437651,32.98019651,59.76211357,230,66.79417361,37.13424124,67.28428069,230,65.29283101,36.72081503,63.74042122,157,51.00951004,28.73973374,50.15686141,238,67.77126864,37.76910073,65.24254217,231,59.59607668,32.26208639,67.91004349,293,84.14317086,53.83087681,75.33475824,335,81.64951081,52.82005334,71.27523438,401,85.40064048,55.60365962,74.53102338,483,85.92542041,55.98563703,73.05193078,457,89.41370641,58.28268692,77.08295761
tyrS,NC_000913,complement(1715948..1717222),948855,361.2822059,-1.12891593,-0.174938054,0.296059759,0.438262223,1,1353,235.2695474,129.3946131,325.5375888,1919,283.3380658,161.7174215,364.0071994,1458,268.1501846,153.9711308,351.7676368,1692,268.5856956,147.9518807,352.8513913,1328,260.8651053,142.0066184,379.7324728,1540,303.0644693,168.4887844,450.5121403,1643,316.0667309,177.7565436,455.3283133,1266,278.73324,157.0436394,404.4495958,1715,330.9301533,184.4282178,470.1300833,1901,332.3466955,179.914491,558.8614402,1878,365.4688774,233.8099446,482.8623754,2069,341.7219126,221.0640268,440.204358,2388,344.6312342,224.3865823,443.8406081,2949,355.5108545,231.6369424,446.0251426,3010,399.0781507,260.1317834,507.7017558
pdxH,NC_000913,complement(1717351..1718007),946806,209.6838435,-1.079140526,-0.109882746,0.399169633,0.547105094,1,527,177.8375026,97.80787654,126.7984548,572,163.8969207,93.54545192,108.5003221,527,188.094461,108.0033449,127.1478358,568,174.9748667,96.38585013,118.4512945,395,150.5774108,81.96952556,112.9475352,495,189.0446176,105.099413,144.8074737,512,191.1419434,107.4986004,141.8917203,369,157.6617122,88.82962464,117.8845978,521,195.0988703,108.7290976,142.8208591,501,169.9776377,92.0166819,147.285419,531,200.536831,128.2941127,136.5281796,655,209.941576,135.8137376,139.3590403,805,225.4555904,146.7922938,149.6196355,858,200.7290345,130.7871735,129.7692683,823,211.7561859,138.0293915,138.8167924
mliC,NC_000913,complement(1718066..1718395),946811,84.65543463,2.840549386,1.506169986,1.83076E-13,3.32501E-12,8.21278E-10,113,75.91762422,41.75351942,27.18828347,154,87.85104178,50.14167055,29.21162518,97,68.92686968,39.57762731,23.40292234,140,85.86314683,47.29817806,29.1957416,66,50.09081465,27.26783711,18.87224639,199,151.3086039,84.12006457,58.21552982,99,73.58218173,41.38276199,27.43609435,99,84.21442677,47.44801902,31.62757503,134,99.9017876,55.67552083,36.73319601,102,68.89784921,37.29756197,29.98625297,45,33.8347966,21.64592502,11.57018471,47,29.99206997,19.4022318,9.999809002,54,30.10996964,19.60435535,10.03659667,79,36.79606936,23.97487698,11.94845245,66,33.80894632,22.03774245,11.13233086
anmK,NC_000913,complement(1718493..1719602),946810,67.22915969,1.461139265,0.547093692,0.000133397,0.000680022,0.598419493,337,67.31084262,37.01992262,81.08364185,424,71.90896084,41.04260293,80.42681217,261,55.13765474,31.65989635,62.97074979,310,56.52380901,31.1364454,64.64771354,321,72.42861037,39.42781853,91.7877438,289,65.32799833,36.31912064,84.54416139,326,72.03540914,40.51285408,90.34511877,279,70.55803324,39.75374566,89.1322569,332,73.58639135,41.00988343,91.01060505,336,67.4738873,36.52670616,98.77824508,226,50.51850111,32.31938115,58.10803878,257,48.75651628,31.54117844,54.67980667,304,50.3942635,32.81129344,56.50232197,377,52.20434473,34.01430545,57.01983003,346,52.69322264,34.34711211,58.36040117
